20
# Example data from speech signal
1.36 11.40 7.26 -29.96 -2.09 -10.35 -2.02 -1.95 9.07 -2.47 5.55 5.60 -1.38 -3.65 -3.08 -9.95 0.28 2.57 1.80 3.22 E
12.21 13.50 16.37 0.10 10.70 -1.43 6.71 -5.39 -6.60 3.39 -9.83 -4.50 -6.24 -5.70 -2.58 -0.31 1.87 1.77 3.81 3.16 D
14.53 4.18 4.75 -22.86 -5.07 -7.77 -0.51 -0.25 18.56 -3.92 1.28 -7.92 -1.18 -6.77 6.27 -4.44 1.69 -3.21 -3.52 0.04 E
29.70 9.03 1.29 8.37 -12.80 -11.45 4.32 -19.77 0.07 2.25 4.08 -2.20 4.12 -0.79 -1.63 0.25 0.56 -2.53 -2.09 -1.20 L
8.45 -22.86 -1.03 -21.61 12.28 -2.75 18.59 -16.35 -3.20 4.15 1.97 -5.71 6.38 -2.22 -1.48 -2.93 -0.38 -1.55 -0.38 0.67 [
-3.34 -7.83 -0.76 1.88 8.23 2.52 -2.66 4.53 2.12 4.56 0.90 -1.33 2.36 5.89 -0.03 3.46 -2.28 -0.46 1.18 -1.92 #
3.07 13.68 9.33 -25.44 -0.05 -13.95 -4.00 -6.84 10.90 -3.61 10.56 -0.43 3.33 -7.50 -1.92 -7.00 0.62 2.01 0.45 3.92 E
1.65 22.82 8.02 -23.33 3.63 -15.35 -3.29 -11.98 7.59 -6.37 4.32 -5.24 2.02 3.99 -4.04 -3.97 0.38 -2.02 1.53 -0.15 I
-1.55 -7.28 -8.13 -2.50 -1.83 -1.04 4.16 6.49 4.48 5.24 10.23 -0.68 3.01 6.52 8.09 1.68 1.66 1.79 1.25 -2.28 #
9.14 3.46 8.05 -25.32 -3.08 -10.43 -4.07 -0.06 8.20 1.47 4.81 -0.15 0.86 -10.78 0.01 -4.89 0.84 2.42 1.01 2.46 E
6.98 25.77 5.75 -19.78 6.31 -16.21 -1.95 -5.90 -5.22 -13.66 7.51 -0.32 0.80 -3.03 -1.88 -2.17 2.43 -1.50 1.16 -2.42 I
12.13 2.85 9.28 2.20 4.75 -6.94 3.25 5.09 -3.89 3.68 6.46 -3.46 -0.58 -3.08 -8.17 -1.45 2.63 0.46 0.53 -0.44 V
11.68 -24.46 -0.74 -18.65 1.82 2.16 13.47 -3.45 -5.21 -1.15 0.10 -5.10 10.79 -7.29 -3.25 -2.48 -2.53 1.15 0.81 -0.60 [
-2.31 -12.02 -2.70 -3.32 -0.17 11.31 16.54 3.77 -4.77 -0.44 -5.37 2.46 10.36 -4.17 -0.33 5.89 5.64 -0.08 1.87 0.30 #
-2.81 -12.72 -6.34 2.31 0.59 -1.40 -4.38 -1.75 -1.52 3.64 10.60 5.50 9.79 6.61 1.81 2.69 3.79 2.16 2.51 1.07 #
3.26 6.85 10.61 -25.90 -3.60 -8.80 -4.82 -3.97 12.01 1.46 9.18 -5.35 0.96 -10.42 1.52 -6.10 2.25 0.63 0.46 1.65 E
22.46 6.34 17.33 -7.08 3.51 -7.29 -16.08 11.02 -6.49 -0.34 -3.18 -15.19 -2.31 -0.36 -4.08 -1.73 -2.68 0.54 -1.61 2.05 M
3.75 -0.47 2.49 -28.65 3.30 4.26 5.57 -2.53 8.97 -9.41 -6.40 -6.27 4.32 -1.70 4.43 -5.38 -2.09 0.78 -2.79 -2.33 E
-4.54 -7.31 -0.57 -0.32 6.11 0.72 4.18 9.07 9.33 4.86 7.20 -4.21 0.08 4.85 2.94 -2.80 -2.14 0.61 0.06 -0.63 #
8.92 14.37 10.31 -29.33 0.61 -11.84 -2.98 -11.12 10.07 1.82 8.54 4.54 -6.09 -3.03 -3.32 -6.64 -0.39 2.16 1.18 2.49 E
25.68 5.04 11.92 -11.48 12.03 -20.75 -5.97 11.60 -9.43 -3.79 -7.59 -5.20 -1.95 -5.21 0.57 -5.19 -3.07 3.80 0.56 1.81 N
14.15 27.01 -4.50 -11.66 10.63 -18.94 0.67 -2.35 4.47 -9.99 0.22 -6.65 2.71 -1.27 -6.51 -4.16 -2.90 -0.67 3.01 -1.14 I
25.20 9.05 17.47 -4.09 14.29 -18.08 -11.73 -0.80 -8.21 -1.99 -5.10 -0.30 11.87 -6.19 -2.32 -9.51 -8.36 -1.30 1.83 3.63 N
-10.92 -3.48 4.73 -0.50 2.76 1.80 11.36 11.59 2.38 0.05 -0.62 -2.84 2.71 8.96 -2.00 -2.44 3.50 2.76 2.11 0.34 #
13.09 -23.63 0.27 -18.93 0.91 4.28 13.95 -8.55 -2.61 -0.03 -5.80 -2.77 9.44 -1.96 0.79 -2.37 -1.71 -1.99 -0.88 0.34 [
21.38 2.75 13.76 -3.73 4.05 -6.03 -10.14 3.67 -7.67 3.91 -8.08 -6.01 4.07 -2.66 -0.38 -0.53 0.44 -1.47 -2.95 -0.17 N
-5.45 -10.22 -5.76 -5.59 -3.08 -1.37 5.26 1.06 5.51 6.25 0.21 -2.52 1.42 4.26 2.28 2.59 3.46 1.82 1.22 0.73 #
4.43 14.74 6.73 -29.19 -4.37 -11.66 -1.49 -1.06 9.26 -3.26 9.07 0.43 0.43 -7.90 -2.26 -4.81 4.79 4.88 0.14 0.47 E
26.39 7.35 12.29 -6.07 3.96 -19.92 -7.45 18.03 -3.47 -0.35 -12.85 -5.09 1.97 -2.25 -0.30 -7.62 -6.48 -0.63 -0.57 2.37 N
7.42 8.07 1.13 -27.26 4.97 -1.82 -2.64 6.20 10.04 -10.27 -8.33 -1.12 3.95 -5.21 2.39 -8.07 -0.72 0.51 1.11 0.76 E
25.96 2.16 9.39 -13.72 11.97 -10.75 -14.91 11.25 -3.73 -1.30 -9.95 0.68 4.42 -8.95 -0.53 -1.04 -0.62 -3.38 -0.34 -0.33 N
-6.19 -6.39 -6.07 -0.51 -3.69 -1.56 -2.56 -2.63 4.26 3.14 3.72 -5.78 -2.77 -2.65 -4.99 -2.87 1.19 -0.23 -1.37 -0.38 #
7.37 12.00 21.88 -18.68 -7.32 -8.76 -12.66 -13.32 4.03 -10.58 9.80 0.25 10.52 1.27 0.28 -5.93 -8.01 3.32 1.92 0.27 J
33.82 -10.27 -17.97 -16.30 9.60 -13.54 -1.16 0.05 15.58 -5.54 -1.53 -11.14 3.85 0.50 -8.06 4.41 -1.99 2.20 -1.36 0.48 O
7.34 -0.43 -0.95 6.70 9.27 -6.00 -4.74 -4.20 3.37 -7.39 9.21 -4.27 5.40 -7.98 4.66 4.45 0.67 0.72 -1.66 3.94 H
-5.95 -6.68 -4.43 -6.02 -2.67 5.75 5.43 -0.34 2.47 9.51 7.91 -5.87 -3.79 1.56 -1.40 -1.56 -0.15 1.21 0.69 -0.56 D
25.88 -9.63 -6.04 -11.29 -2.24 -14.39 6.76 -0.20 4.54 -2.93 7.70 -8.75 -1.55 -8.49 -4.59 4.11 1.91 1.43 -2.27 -1.32 O
-20.33 7.35 -7.51 3.30 -6.19 -2.02 8.24 -9.88 1.46 1.84 8.74 0.64 9.51 -1.65 7.45 -2.05 -0.58 -0.18 0.85 4.04 S
-6.49 -2.89 -4.53 -4.96 -6.92 5.39 1.32 -0.38 3.91 -5.68 6.16 -0.69 1.10 -3.29 2.28 6.56 5.32 1.72 -2.92 -0.82 #
13.41 -16.95 -9.75 -11.00 0.27 -9.54 14.99 0.20 -6.14 -8.84 5.77 -3.67 2.13 -9.71 3.13 -0.87 1.41 -1.85 0.33 -0.87 A
-2.62 -7.05 0.17 0.20 5.16 -2.89 5.59 5.65 0.47 7.57 1.66 -6.64 -4.84 -3.37 -3.28 2.65 1.84 3.62 -0.25 1.09 #
8.51 5.82 19.13 -16.57 -11.03 -11.85 -6.07 -9.06 10.84 -8.71 2.41 -4.88 9.65 3.29 -4.50 -3.37 -5.99 1.23 1.58 1.29 J
27.21 -13.38 -13.68 -14.48 7.62 -18.52 0.72 10.31 21.61 -7.34 0.89 -15.44 1.58 2.26 -5.83 -0.42 -5.80 -0.15 -0.46 0.72 O
1.17 -7.87 7.50 0.49 0.60 -11.44 -7.03 0.35 9.21 9.00 12.35 -0.04 -0.07 1.33 -3.86 -1.40 3.35 3.85 1.15 -1.17 #
26.44 -21.92 -12.43 -7.10 5.94 -12.23 8.48 4.99 -0.14 -10.49 -0.62 -1.95 6.94 -5.62 -1.99 -1.84 -4.38 -0.34 1.02 1.18 A
-3.40 -11.27 -5.65 -8.08 -0.57 -0.68 -1.31 1.61 -3.05 3.06 5.52 5.59 3.87 2.90 3.19 6.31 6.18 2.75 2.50 0.55 #
7.86 15.12 21.63 -16.99 -2.14 -9.17 -10.41 -12.31 2.74 -11.48 11.76 -0.58 2.28 -3.88 1.33 3.72 0.98 -0.33 -4.10 -1.98 J
34.78 -13.54 -15.58 -12.19 8.40 -10.93 -3.36 0.33 9.45 -5.50 -1.43 -9.92 1.91 -3.86 -4.11 2.86 -2.75 2.41 0.34 0.77 O
27.06 2.33 6.38 -8.80 5.83 -13.52 -4.33 10.83 -0.95 7.33 -7.73 -1.04 -1.25 -5.01 -1.52 -6.69 -5.30 -4.71 -2.14 0.91 &
-4.42 -5.08 -0.32 -3.26 -1.98 -3.04 3.61 6.75 4.75 -0.77 -8.87 -17.57 -5.46 -3.02 2.38 -3.37 2.47 4.49 3.57 2.34 #
26.34 -22.69 -15.43 -9.04 8.57 -13.31 5.18 13.89 -1.99 -10.78 1.43 -4.65 6.07 -6.90 4.27 0.47 -2.48 -2.85 -0.38 0.34 A
-2.53 -7.16 -1.73 -4.02 3.49 1.92 -2.22 2.25 1.95 6.95 -1.57 -0.13 4.55 0.97 2.71 4.62 2.99 -0.26 0.66 2.08 #
11.89 6.68 16.89 -17.61 -10.64 -4.23 -8.71 -13.99 12.07 -12.90 7.53 -1.76 4.63 -1.41 1.16 4.00 -4.03 -0.89 -1.57 -1.65 J
25.52 -10.78 -17.52 -17.74 13.76 -20.59 4.35 5.96 19.28 -3.78 -3.99 -8.69 3.26 -3.80 -7.12 1.09 -3.85 3.36 -0.86 0.47 O
-29.00 15.42 -6.70 -1.01 11.11 -9.49 16.85 -3.28 6.79 0.55 0.34 6.38 2.76 -4.69 2.07 0.36 -2.26 3.11 -0.54 -0.80 S
-6.91 -2.36 -7.79 -3.38 2.94 2.80 12.20 8.20 3.43 10.82 4.42 -1.45 6.50 -3.83 2.75 -3.31 -1.51 -0.18 -0.03 -3.03 #
-4.97 29.28 6.10 -1.35 3.64 -3.69 -2.41 -8.23 -2.00 -7.10 7.40 -1.92 -7.08 0.49 -4.11 -2.39 2.16 2.15 0.59 0.65 J
27.07 -9.12 -17.34 -9.10 7.10 -28.03 9.88 5.01 10.65 -6.85 -1.50 -7.29 4.47 -3.05 -3.31 0.39 -1.10 2.56 -0.46 0.84 O
2.43 -12.28 -6.94 -2.49 -5.80 -3.23 2.36 2.67 4.73 4.73 5.89 5.42 4.05 -0.07 -0.45 3.64 -3.93 -1.01 0.58 1.90 #
-7.07 -13.64 -3.72 -0.28 2.64 4.38 9.21 0.86 -1.43 6.87 6.37 7.11 4.66 5.92 3.81 9.08 5.09 -1.06 3.81 1.00 #
26.68 -26.23 -11.18 -13.75 7.66 -12.95 10.75 6.28 -0.79 -13.36 2.30 1.18 1.25 -0.14 -3.23 6.68 -4.47 0.90 -0.14 1.19 A
-2.91 -8.49 -4.21 -2.06 1.93 3.08 7.57 3.10 9.38 5.26 0.48 -1.42 2.95 -2.56 0.94 2.44 1.99 3.38 2.50 1.03 #
1.79 15.81 21.30 -18.94 3.10 -8.13 -16.73 -8.76 3.76 -11.40 7.57 -2.63 6.34 -0.21 -3.63 -1.09 -1.66 0.74 -0.89 2.37 J
29.94 -12.40 -17.41 -17.78 12.84 -16.73 0.98 4.59 22.14 -0.40 6.89 -5.86 1.03 0.79 -12.03 -2.90 -10.70 0.98 -2.53 -1.20 O
32.33 19.29 -10.05 -16.02 -9.35 -11.09 9.96 -1.49 8.77 -16.31 -2.95 -11.41 4.42 -3.67 2.80 -5.55 1.65 0.93 1.47 3.56 U
-2.98 -8.76 -4.50 -3.09 4.41 1.72 6.98 9.78 2.92 1.42 4.92 -0.67 -0.93 7.97 1.55 -1.09 2.26 1.83 -1.13 -2.18 #
28.26 0.17 -24.97 -17.22 16.40 -17.59 2.55 -11.62 6.63 1.92 13.29 -15.05 -2.71 -2.52 -1.88 2.86 -0.15 0.22 -2.80 -0.67 O
-6.19 -5.88 -1.91 -3.30 6.36 -1.84 0.56 1.94 5.75 5.08 0.75 0.63 2.96 3.50 3.01 0.23 3.13 0.52 1.56 -2.06 #
18.24 13.67 8.83 -19.77 -0.90 -11.99 -7.74 -12.69 5.71 -5.40 7.49 1.65 2.81 -2.95 4.38 -3.93 1.44 -2.08 -2.13 0.59 J
22.82 -26.62 -1.54 -9.90 -1.71 -2.62 9.61 2.99 -8.58 8.78 -11.83 -9.57 4.93 0.63 1.67 -1.59 -5.42 -1.89 1.13 2.56 [
25.99 -11.49 -2.21 -8.87 -9.89 -14.34 9.82 -3.96 4.87 -10.20 15.83 -13.93 3.74 -0.94 -6.92 2.60 -4.15 1.65 0.23 -0.73 L
-0.36 -12.14 -0.97 -4.94 -5.52 5.47 3.11 6.60 8.65 4.15 2.21 2.81 6.76 6.87 5.17 3.63 -0.01 3.63 3.37 -2.06 #
-0.50 7.64 5.39 -25.59 2.80 -7.53 -1.58 -1.08 7.09 -2.02 10.06 -4.62 -1.35 -2.16 -1.12 -9.59 -2.01 -0.04 1.35 1.81 E
21.12 4.80 8.51 -6.26 10.66 -7.53 -14.22 3.70 -4.79 0.19 -5.63 -1.88 6.28 -6.93 -1.22 -4.50 -3.48 0.13 2.01 0.19 N
-3.33 -4.28 5.50 -1.09 3.81 -2.73 0.72 4.86 -0.61 -4.94 6.20 7.80 2.70 -5.54 4.79 -0.70 0.70 -1.80 -0.24 -1.40 #
21.56 -24.28 -7.73 -15.77 6.09 -13.25 15.20 12.72 -2.23 -14.62 1.72 -4.03 0.65 -6.82 0.40 2.22 -1.67 -2.96 1.19 1.15 A
0.93 12.82 8.01 -23.40 1.62 -16.71 1.66 -13.62 7.55 -9.63 8.02 2.98 -4.08 -4.21 -1.21 -2.52 4.23 -2.52 -1.39 0.03 I
-7.79 -4.61 0.00 -2.96 3.92 2.54 8.04 -3.68 3.73 3.49 1.90 -0.08 0.75 7.60 0.66 -0.16 -1.14 1.17 0.23 1.77 #
4.94 17.02 9.34 -17.72 2.44 -14.65 -0.87 -4.90 3.99 -12.14 3.99 -5.95 0.19 -1.22 -0.33 -7.49 3.94 -0.90 2.66 -0.17 I
-3.68 -7.33 0.86 -6.06 0.28 0.83 8.01 7.59 3.56 0.29 1.57 8.17 7.83 5.38 -3.00 -0.40 -0.37 0.88 0.62 -0.80 #
33.16 -6.44 -20.24 -19.27 12.23 -10.12 2.57 -6.44 8.69 0.74 2.64 -10.20 1.31 -4.16 3.15 -1.73 -3.99 -0.55 1.05 1.65 O
4.11 -7.67 -7.25 -10.40 -2.66 -6.40 -0.08 -0.86 4.49 13.08 3.43 1.81 -4.01 -3.00 -0.19 -2.67 -0.10 4.31 0.76 -1.10 #
38.21 -3.10 -23.60 -16.38 6.23 -4.05 1.58 -12.44 6.11 11.56 6.20 -6.10 -3.85 -5.60 0.44 1.01 -1.97 0.86 -4.99 0.43 O
38.08 11.63 -5.69 -13.20 -6.40 -0.66 1.79 -16.38 -4.40 -6.92 11.20 6.79 2.99 -2.38 -0.15 0.05 1.36 -0.65 -3.95 -1.58 U
-29.96 3.19 -2.67 5.15 -1.13 -16.98 16.82 -1.47 1.56 4.94 4.23 -4.21 -0.64 3.28 7.79 2.01 5.25 1.96 -0.75 -1.47 S
-3.38 -2.67 5.18 0.59 -0.27 -2.54 5.70 7.26 -3.70 -7.23 -2.78 7.58 7.29 4.97 3.15 -0.01 0.85 -0.09 -3.03 -0.98 #
35.06 14.92 -17.34 -18.96 6.16 -2.93 1.68 -19.49 -12.22 -7.13 15.45 0.77 4.97 -3.93 -6.38 4.89 0.72 1.92 -4.67 -1.06 U
-1.71 23.47 6.91 -18.35 12.00 -16.09 -8.02 -9.17 3.29 -16.28 5.06 -0.21 -3.85 2.98 -4.90 1.49 0.95 -1.86 -3.12 -0.55 I
20.49 6.17 12.02 -7.51 6.39 -11.13 -6.09 3.56 -5.26 -6.13 -10.50 3.31 2.45 -6.92 -1.71 1.20 -1.01 -1.54 -1.85 -1.29 N
-3.86 -12.65 -5.82 -0.70 2.63 1.04 0.76 -2.97 0.81 4.64 7.46 -0.48 5.80 2.14 0.93 -0.06 -4.31 1.62 0.73 0.76 #
36.32 12.01 -13.86 -12.43 6.79 -5.26 -5.27 -19.16 -10.88 -4.40 11.43 5.85 8.30 -10.59 -5.96 1.32 2.59 2.66 -0.70 -0.20 U
23.39 2.79 5.75 -5.78 4.61 -15.04 1.05 2.01 -6.19 0.08 -3.33 1.15 -7.41 -5.30 -6.20 -3.38 1.47 -2.21 -3.29 0.17 N
-2.78 -5.34 -4.15 -2.80 1.97 -1.30 5.32 9.31 -1.26 0.26 4.41 4.37 15.42 10.69 -5.34 0.36 1.91 2.82 5.22 0.70 #
42.76 1.72 -11.20 -9.01 7.54 -4.25 -14.15 -14.45 -4.32 -4.29 13.88 0.68 5.31 -7.49 -1.57 5.44 1.19 1.49 -2.03 1.03 U
9.96 15.80 12.08 -17.93 0.34 -12.98 -8.19 -16.43 -1.53 -4.77 1.55 3.00 -0.03 1.59 0.49 -3.54 0.55 -0.14 -0.81 0.23 I
9.49 -4.41 7.57 -0.85 -1.54 5.40 5.19 -5.23 4.46 4.55 1.97 3.76 4.78 -1.51 -2.93 1.34 3.25 0.72 0.62 -0.56 #
16.77 -1.70 2.34 -24.75 4.04 0.57 -3.81 2.91 6.48 -8.94 2.53 -9.25 3.95 -6.99 -1.67 -5.05 1.98 -0.26 0.26 0.01 E
31.84 0.62 4.31 -3.23 4.38 -13.29 -13.43 15.49 -6.30 -5.77 -3.17 -4.30 3.69 -7.51 -7.35 0.61 -1.96 2.63 -1.55 -1.09 &
6.98 9.14 8.49 3.42 6.68 1.22 -4.77 4.41 -1.46 -8.79 -3.89 -5.72 -4.66 -3.63 1.16 6.65 5.07 3.32 1.92 -0.55 #
-1.59 21.81 7.28 -25.71 3.26 -15.51 -3.12 -13.23 6.12 -12.35 11.08 -3.76 -2.08 -2.64 -0.59 2.43 3.77 -3.68 -1.41 -0.08 I
23.38 4.56 10.59 -9.34 3.09 -9.12 -2.98 4.15 -9.36 -0.91 -4.43 0.21 2.41 -11.97 -4.07 -0.36 0.93 -2.09 -1.52 0.39 N
0.13 -7.29 0.38 -1.67 1.90 5.63 -0.39 -1.70 -10.04 -3.39 9.26 6.49 6.94 4.22 1.45 0.67 -0.98 1.68 1.67 -1.67 #
15.78 17.53 4.25 -4.23 -0.42 -17.92 10.77 -12.75 -4.18 3.25 8.12 -11.42 8.92 -7.54 -4.68 -4.37 1.51 -3.51 0.00 -1.46 L
7.44 15.35 9.97 -19.55 0.16 -8.70 -3.56 -13.64 3.91 -11.28 4.66 -0.29 -0.69 -5.59 2.53 -3.37 5.29 -3.72 -1.53 1.22 I
-24.67 1.77 -10.72 3.55 -0.36 -0.40 -3.51 0.87 8.07 5.15 -0.05 -1.84 2.65 1.19 0.20 -0.56 1.39 -0.09 1.32 0.67 S
11.82 -22.34 -1.43 -18.90 2.33 -0.68 12.06 -5.76 -2.57 -3.94 -1.17 -9.70 7.34 -2.96 0.10 -1.08 -1.96 -1.01 0.36 1.20 [
-1.18 -11.66 -4.21 -5.08 0.20 7.70 1.28 3.65 8.69 -2.49 -5.27 3.37 5.24 0.99 2.61 2.99 -1.26 3.87 1.12 2.50 #
-22.65 10.66 -5.43 0.61 -8.64 5.23 -3.31 -7.74 0.89 -1.73 3.01 -1.85 3.00 2.04 7.46 6.24 -2.49 0.02 2.33 -0.48 S
6.31 16.22 5.05 -17.81 1.05 -9.79 -10.17 -2.56 -2.53 -0.08 7.96 -4.21 -2.98 -8.92 -2.66 -3.61 7.50 0.70 -1.61 2.82 I
-4.75 -7.51 1.65 2.49 11.96 -0.43 -7.44 -2.87 -6.33 10.05 2.91 3.49 10.57 3.34 2.38 -1.05 -1.94 -0.69 1.98 1.05 #
32.67 0.36 -7.39 -9.43 -0.56 -4.93 -12.43 -2.14 -6.85 7.08 -1.72 5.68 1.11 -2.15 3.73 -0.97 -2.13 0.29 -1.49 1.60 L
30.17 -6.40 -28.67 -17.43 15.01 -15.91 7.03 -5.71 4.34 -0.96 5.23 -6.52 -2.66 -0.74 1.10 0.15 -0.96 2.20 -1.35 2.87 O
-4.72 -10.06 -1.19 -1.24 -1.13 1.65 -1.06 -0.81 5.30 2.80 3.44 3.73 3.16 6.81 2.61 2.74 1.55 -0.44 -0.38 2.37 #
29.97 20.52 -11.92 -21.36 -4.55 -11.27 11.57 -14.96 -1.26 -2.99 2.88 -2.80 1.04 -0.05 -0.81 -2.68 0.27 0.03 -0.64 -0.13 U
24.14 0.09 8.74 -6.84 6.42 -19.58 -7.12 11.66 -10.79 -1.28 -0.40 -3.80 -2.97 -1.83 2.54 -8.92 0.17 0.88 -1.42 -1.49 N
-4.19 -8.15 3.44 -0.19 3.61 -2.61 -1.84 -0.88 -2.74 4.86 8.79 -0.47 1.62 0.34 1.58 1.77 2.84 0.56 -0.48 -0.69 #
23.70 8.15 7.56 3.31 13.27 -11.20 -19.21 3.16 -8.98 4.17 -5.79 -6.37 0.06 -2.18 -3.24 -1.26 0.03 -0.41 -1.10 1.53 M
20.61 -23.39 -10.25 -9.65 15.86 -16.64 15.06 -0.07 -4.77 -7.81 -3.66 2.40 -2.68 0.15 -2.14 -0.16 -1.97 1.78 1.39 0.39 A
5.35 20.45 0.91 -19.33 5.44 -12.06 -3.61 -10.41 6.47 -5.57 3.32 -3.56 -5.48 3.24 -1.49 -2.57 -0.11 -1.98 -0.80 0.00 I
